aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.06,0.37,0.01,0.89,0.04,0.03,0.03,0.43,0.69,0,0,0.15,11.19,1.92,0.006,5,2.31,0.02,0.03,0.04,No
0.05,1.23,0.05,0.57,0.1,0.27,0.05,1.9,1.18,0.46,0.007,0.112,15.84,1.81,0.003,0.07,1.16,0.05,0.06,0.05,No
0.95,10.26,0.97,3.18,0.13,5.11,0.17,1.29,1.01,0,0.006,0.013,14.54,1.48,0.002,29.93,0.49,0.09,0.07,0.09,No
0.07,15.39,0.05,1.03,0.09,0.44,0.06,0.08,0.51,0,0,0.141,13.02,1.89,0.006,1.58,7.64,0.05,0.01,0.03,No
0,3.67,0.01,0.48,0.05,0.01,0.06,0.07,0.7,0.01,0,0.008,6.74,1.69,0.006,1.34,2.56,0.06,0.1,0.08,No
2.27,29.58,0.27,3.13,0.05,4.91,0.72,0.14,1.42,0,0,0.082,12.03,1.6,0.006,6.91,4.96,0,0.16,0.05,no
4.360680808,3.39322253,0.218989329,1.297347423,0.083161122,4.210535888,0.703410722,1.503274152,0.280918982,0.725250947,0.943049392,0.154601523,10.9181531,0.340617149,0.000181853,,2.489303931,0.077253267,0.351386243,0.032169866,No
0.09,27.51,0.63,2.05,0.11,6.81,0.83,0.09,1.21,0.73,0.73,0.001,4.49,1.95,0.009,52.3,1,0.1,0.12,0.01,No
3.48,23.97,0.71,3.64,0.05,4.55,0.09,0.37,0.49,0,0,0.185,11.36,2.18,0.01,46.04,4.85,0.06,0.18,0.02,no
0.19,23.79,0.74,4.1,0.09,1.66,0.11,0.05,1.06,0.5,0.5,0.001,15.82,1.7,0.005,32.97,5.52,0.06,0.42,0.09,No
0.67,28.79,0.12,2.81,0.02,7.18,0.06,0.66,0.03,0,0.62,0.024,2.02,1.77,0.01,7.73,5.82,0.02,0.17,0.03,No
0.12,24.53,0.91,1.66,0.04,7.73,0.52,1.83,0.77,0.67,0.67,0.089,11.55,1.25,0.001,6.14,4.3,0.1,0.16,0.07,No
0.07,0.06,0,0.61,0.09,0.48,0.07,1.41,1.08,0.38,0.002,0.15,0.69,1.88,0.003,7.24,2.34,0.04,0.03,0.04,No
0.09,5.41,0.05,0.17,0.06,0.19,0.07,0.85,0.24,0.49,0.001,0.021,11.5,1.48,0.004,0.82,0.21,0.02,0.02,0.05,No
0.02,10.6,0.07,2.46,0.01,0.07,0.04,0.09,1.39,0.07,0.006,0.176,3.45,0.46,0.008,5.69,0.12,0.03,0.04,0.05,No
0.04,22.98,0.02,0.99,0.03,0.08,0.01,0.09,0.27,0,0.005,0.012,8.32,0.14,0.004,0.45,0.22,0.07,0.03,0.08,Yes
0.07,23.41,0.05,1.58,0.06,0.15,0.04,0.46,0.33,0.92,0.92,0.025,6.54,0.11,0.008,4.6,4.85,0.06,0.07,0.06,no
2.51,13.08,0.04,1.58,0.002,2.86,0.87,1.88,0.4,0.13,0.004,0.085,11.96,1.35,0.008,46.3,4.7,0.1,0.04,0.05,no
0.07,23.41,0.02,1.63,0.003,6.75,0.43,1.83,1.03,0.48,0.009,0.137,10.15,1.68,0.002,19.6,1.08,0.06,0.27,0.02,No
0.04,17.84,0.09,0.87,0.02,0.06,0.06,1.26,1.04,0.17,0,0.2,16.57,0.5,0.005,7.11,3.82,0.06,0.06,0.05,No
0.06,29.09,0.1,0.2,0.09,0.09,0.02,0.08,0.72,0,0.008,0.011,14.95,0.36,0.007,1.28,2.95,0.1,0.06,0.06,No
3.09,6.31,0.05,2.91,0.006,5.66,0.01,0.98,0.33,0.49,0.007,0.062,4.91,1.18,0.004,43.27,0.06,0.03,0.36,0.03,yes
0.24,17.6,0.25,3.9,0.04,1.62,0.29,0.01,1.48,0.67,0.67,0.001,18.01,2.13,0.002,14.94,3.93,0.07,0.31,0.08,No
4.13,20.09,0.63,4.21,0.01,5.42,0.86,1.94,0.8,0,0,0.124,13.29,1.62,0.01,28.15,1.51,0.01,0.27,0.04,No
0.04,25.8,0.61,2.73,0,1.86,0.11,1.96,1.32,0.85,0.85,0.192,13.56,1.52,0.002,36.47,2.96,0.09,0.32,0.09,no
0.03,21.03,0.01,1.84,0.06,0.35,0.03,1.76,0.33,0.17,0,0.126,5.09,2.52,0.008,2.64,2.12,0.05,0.04,0.08,no
0.16,18.57,0.5,3.15,0.06,5.4,0.13,0.06,1.01,0.68,0.68,0.198,12.93,1.39,0.007,22.14,1.02,0.03,0.26,0.06,No
0.22,24.04,0.001,3.74,0.005,5.24,0.61,1.33,0.18,-0.81,0.81,0.041,15.78,1.81,0.01,14.78,1.29,0,0.44,0.07,no
2.99,11.76,0.64,2.71,0.01,2.36,0.57,1.81,0.38,0,0.006,0.083,7.72,1.67,0.007,12.99,6.11,0.05,0.24,0,No
0.07,24.39,0.04,0.33,0.05,0.43,0.01,0.06,0.11,0,0.004,0.133,13.26,0.26,0.005,8.83,0.96,0,0.05,0.08,No
0.08,21.17,0.06,0.84,0.06,0.21,0.02,0.75,0.34,0.98,0.98,0.104,16.47,1.91,0.009,0.12,0.53,0.06,0.06,0.08,No
3.77,17.25,0.04,3.51,0.001,2.34,0.79,1.72,0.73,0,0,0.155,10.32,1.86,0.001,40.75,4.73,0.07,0.49,0.09,No
3.08,8.83,0.05,2.24,0.003,4.77,0.03,1.11,0.36,0.27,0.006,0.189,16.25,1.56,0.01,3.77,7.81,0.01,0.21,0.05,yes
0.04,19.96,0.01,0.07,0.01,0.13,0.04,0.54,1.4,0,0,0.073,16.83,1.56,0.006,0.53,1.7,0.04,0.08,0.04,No
0.08,1.34,0.02,1.82,0.005,3.95,0.8,1.99,0.48,0.33,0.001,0.05,17.88,1.28,0,22.76,6.66,0.09,0.16,0,no
0.08,18.27,0.06,0.77,0.01,0.08,0.06,0.02,0.26,0,0,0.105,4.89,1.93,0.006,1.5,7.42,0.01,0.08,0.04,No
0.09,19.73,0.09,0.67,0.07,0.55,0.05,0.4,1.09,0.65,0.65,0.14,2.98,1.06,0.005,0.36,1.7,0.08,0.07,0.04,No
0.09,5.64,0.06,1.19,0,0.06,0.06,0.06,0.36,0.28,0.004,0.02,3.21,1.18,0.006,0.78,0.27,0.05,0.06,0.06,No
2.84,14.84,0.02,1.52,0.004,5.19,0.18,0.69,1.06,0,0,0.061,1.6,1.27,0,50.99,5.22,0.01,0.21,0.06,No
0.06,9.02,0.06,3.44,0.05,0.08,0.1,0.22,0.68,0.63,0.63,0.162,12.35,2.04,0.005,0.47,0.91,0.09,0.01,0.06,No
0.07,3.94,0,0.48,0.09,0.03,0.06,0.05,1.29,0.05,0.002,0.088,16.67,0.88,0.004,3.7,2.22,0.09,0.07,0.05,No
0.05,28.3,0.1,0.31,0.09,0.09,0.07,0.09,1.05,0,0.58,0.006,6.03,0.55,0.003,5.11,2.86,0.04,0.04,0.01,No
0.01,15.62,0.16,3.95,0.02,3.19,0.07,0.06,0.08,0.61,0.61,0.123,3.41,2.08,0,47.08,0.32,0.03,0.06,0.01,Yes
0.08,26.15,0.02,2.3,0.008,1.09,0.4,1.17,1.31,-0.57,0.57,0.109,6.07,1.99,0.007,4.89,2.38,0.05,0.22,0.02,No
0.03,1.62,0.05,1.92,0.08,0.01,0.03,1.46,0.94,0.26,0.002,0.135,7.59,1.57,0.005,6,4.84,0.1,0.04,0,no
4.07,22.48,0.01,2.27,0.008,6.34,0.11,1.64,1.06,0,0,0.147,7.5,1.76,0.002,29.22,6.02,0.03,0.35,0.07,No
0.05,18.9,0.03,1.4,0.01,0.02,0.05,0.08,0.34,0.26,0.003,0.146,8.63,1.92,0.006,9.12,0.92,0.09,0.01,0.05,No
0.01,25.24,0.02,0.48,0.003,5.54,0.21,0.03,1.27,0.82,0.82,0.041,16.88,1.29,0.009,29.14,4.72,0.05,0.2,0.07,no
2.72,25.99,0.01,3.06,0.002,3.36,0.63,1.26,0.34,0.94,0.94,0.093,7.6,1.72,0.007,31.21,5.12,0.05,0.12,0.04,no
0.06,8.6,0.09,0.9,0.01,0.18,0.01,1.01,0.68,0.11,0.006,0.127,15.08,1.36,0.006,4.7,0.77,0,0.1,0.01,No
0.08,28.55,0.02,1.67,0.007,2.79,0.6,0.42,1.13,0.05,0.004,0.053,12.29,1.37,0.006,55.21,1.29,0.08,0.12,0.04,No
0.04,14.93,0.04,0.86,0.09,0.62,0.05,0.72,1.45,0,0,0.11,17.31,1.63,0.008,4.64,5.95,0.02,0.01,0.08,No
0.06,13.99,0.05,0.38,0.01,0.14,0.03,0.28,1.11,0.2,0.008,0.052,1.19,1.8,0.008,0.47,2.52,0.06,0.01,0.02,no
0.07,13.55,0.07,0.33,0.08,0.12,0.02,0.07,0.15,0,0.91,0.01,14.1,0.56,0.006,3.58,1.48,0.04,0.05,0,No
0.1,8.99,0.07,0.36,0.04,0.25,0.02,0.01,0.56,0.43,0.002,0.185,15.87,0.28,0.003,13.47,0.22,0.05,0.04,0.08,No
0.08,25.52,0.01,0.46,0.001,1.57,0.12,0.23,0.31,0.43,0,0.102,1.23,1.5,0.001,49.24,5.01,0.02,0.2,0.03,No
1.56,9,0.04,2.69,0.09,7.74,0.76,0.27,1.42,0.8,0.8,0.107,14.61,2.09,0.002,55.13,3.91,0.08,0.13,0.04,No
0.03,8.72,0.01,0.9,0,0.05,0.06,1.43,1.35,0.27,0.004,0.026,7.13,1.97,0.009,1.26,5.49,0.07,0.08,0.06,No
0.08,7.83,0,1.8,0.06,0.2,0.06,1.53,1.04,0.08,0.001,0.064,13.95,2.41,0.007,5.38,3.15,0,0.01,0.08,No
0.04,5.33,0.01,0.67,0.08,0.18,0.05,1.74,0.97,0,0.004,0.199,14.43,0.75,0.006,0.01,3.4,0.07,0.08,0.08,No
0.03,13.82,0.03,0.46,0.05,0.57,0.02,1.97,0.61,0.52,0.52,0.095,13.32,1.74,0.005,10.58,1.85,0.01,0.08,0.02,No
0.02,23.2,0.04,0.9,0.05,0.01,0.05,1.81,0,0,0.003,0.12,2.51,0.91,0.008,5.42,0.83,0.03,0.03,0.01,No
0.01,10.67,0.03,0.06,0.09,0.07,0.01,0.03,0.72,0,0.001,0.028,18.72,0.84,0.006,3.74,0.14,0.01,0.02,0.09,No
0.01,11.77,0.04,0.77,0.04,0.09,0.07,0.03,1.08,0,0.005,0.093,3.98,0.94,0.001,0.68,3.4,0.02,0.04,0.01,No
2.25,6.71,0.01,1.66,0.009,1.82,0.14,1.63,0.26,0,0,0.142,2.11,1.47,0.006,10.56,1.2,0,0.45,0,yes
0.89,2.7,0.8,2.07,0.1,4.65,0.72,0.06,0.04,0,0,0.078,11.23,2.03,0.001,47.85,2.41,0.08,0.04,0.04,No
0.82,24.16,1.01,2.45,0.08,2.8,0.31,0.2,0.28,0.46,0.006,0.113,11.98,2.09,0.005,18.71,1.64,0.1,0.3,0.07,No
0.01,5.09,0.84,3.2,0.05,5.24,0.33,0.72,0.42,0.75,0.75,0.07,12.39,1.41,0.005,50.25,3.49,0,0.38,0.03,No
0.18,16.78,0.001,1.4,0.002,7.85,0.89,1.94,0.63,0.75,0.75,0.109,9.21,1.03,0.008,57.96,1.01,0.02,0.26,0.02,No
0.09,12.31,0.02,1.59,0.04,0.29,0.05,0.14,1.01,0.42,0,0.015,9.11,1.69,0.008,5.23,3.61,0.01,0.1,0,No
0.01,18.79,0.02,0.07,0.004,2.69,0.31,1.21,1.21,0.83,0.83,0.105,8.23,1.59,0.003,36.31,6.11,0.04,0.34,0.05,No
2.36,27.05,0.01,0.68,0.003,4.07,0.13,1.34,0.29,0.96,0.96,0.167,15.05,1.92,0.002,56.32,7.99,0.06,0.5,0.06,No
0.11,3.54,0.04,0.66,0.001,6.99,0.21,0.4,0.79,0.63,0.63,0.122,7.46,1.72,0.009,14.71,4.66,0.07,0.28,0.01,Yes
0.03,20.28,0.24,3.68,0.04,2.28,0.41,0.79,0.59,0.49,0.007,0.024,4.21,1.75,0.002,16.15,6.25,0.06,0.35,0.09,No
0.08,2.1,0.05,2.69,0.009,3.47,0.4,1.71,1.4,0.95,0.95,0.025,9.35,1.76,0.007,13.09,6.07,0.04,0.19,0.08,No
0.24,15.58,0.04,2.65,0.008,1.49,0.15,1.97,0.26,0.51,0.51,0.122,3.25,1.79,0.008,36.15,3.91,0.06,0.48,0.04,No
0.02,1.81,0.05,0.55,0,0.02,0.07,1.66,0.79,0,0.73,0.059,5.36,0.45,0.006,1.43,1.21,0.06,0.03,0.05,No
2.75,14.03,0.98,3.95,0.13,1.43,0.48,0.18,0.74,0,0.005,0.112,18.39,2,0.008,39.43,4.51,0.06,0.05,0.02,Yes
0.07,17.58,0.01,0.97,0.05,0.47,0.06,0.8,1.28,0,0.93,0.184,11.5,0.88,0.003,3.24,0.23,0.09,0.09,0.09,No
3.09,22.19,0.28,2.69,0.02,2.58,0.46,0.24,0.66,0,0,0.17,16.22,1.64,0.006,4.39,0.68,0.02,0.09,0.02,Yes
0.04,26.43,0.09,0.35,0.06,0.38,0.03,1.34,0.29,0.96,0.96,0.167,15.05,1.92,0.002,1.76,0.34,0.06,0.04,0.06,No
4.09,27.94,0.29,1.15,0.02,5.76,0.79,1.14,0.83,0,0.004,0.065,6.2,2.42,0.005,18.01,0.95,0.01,0.22,0.09,no
3.92,0.53,0.05,3.96,0.008,5.18,0.82,0.69,1.35,0,0,0.139,1.1,1.64,0.006,12.71,1.03,0.04,0.23,0.07,Yes
0.08,2.44,0.01,0.86,0.08,0.22,0,1.01,0.68,0.11,0.006,0.127,15.54,1.55,0.006,8.89,0.35,0,0.03,0.01,no
0.06,18.97,0.21,2.17,0.1,4.85,0.65,0.73,0.82,0,0,0.122,2.22,1.66,0.007,37.91,2.87,0.1,0.01,0.04,No
4.04,7.61,0.01,3.62,0.003,3.54,0.45,0.91,1.26,0.74,0.74,0.16,15.37,1.08,0.004,38.53,1.56,0.01,0.16,0.08,Yes
0,18.15,0,0.57,0.05,0.18,0.04,1.21,1.21,0.83,0.83,0.105,8.23,1.59,0.003,3.85,5.4,0.04,0.07,0.05,No
1.45,20.34,0.03,2.31,0.006,7.97,0.53,0.07,0.53,0.02,0.001,0.028,10.91,1.36,0.008,46.99,1.69,0.06,0.16,0.06,No
0.04,19.68,0.03,0.79,0.03,0.18,0.04,0.02,1.4,0,0.005,0.164,10.88,0.01,0.005,2.81,3.1,0.09,0.02,0.06,No
0.09,29.2,0.04,1.28,0.002,2.52,0.45,1.54,1.14,0.68,0.68,0.136,8.21,1.2,0.008,22.35,3.8,0.04,0.11,0.02,No
0.07,28.65,0.05,0.84,0.06,0.2,0.02,1.02,1.24,0,0.001,0.197,11.45,0.32,0.002,5.38,6.09,0.08,0.08,0.09,No
0.14,28.42,0.03,3.01,0.003,0.57,0.32,0.29,0.67,0.65,0.65,0.155,10.7,1.84,0.01,27.31,5.15,0.04,0.32,0.07,No
0.09,22.26,0.7,3.92,0.09,6.13,0.71,0.53,0.95,0.19,0.004,0.011,12.37,1.41,0.006,31.38,3.57,0.03,0.01,0.05,No
0.1,14.79,0.04,0.31,0.07,0.08,0.03,1.08,0.52,0.74,0.74,0.067,4.52,1.52,0,3.15,0.68,0.04,0.1,0.02,No
0.02,18.56,0.05,1.9,0,0.01,0.03,0.05,1.18,0,0,0.075,1.12,1.18,0.005,2.34,4.88,0.08,0.09,0.01,No
0.05,0.49,0.02,0.52,0.01,0.04,0.07,0.07,0.36,0,0.64,0.087,6.88,0.6,0.01,0.09,0.97,0.03,0.05,0.08,No
2.01,15.1,0.01,2.17,0.006,6.42,0.33,0.16,1.01,0.76,0.76,0.168,17.85,1.01,0.009,3.17,5.31,0.07,0.32,0,Yes
0.04,1.83,0.02,1.39,0.05,0.17,0.1,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,8.13,1.53,0.02,0.07,0.01,No
0.09,5.7,0.09,1.28,0.08,0.59,0.06,1.98,0.66,0.06,0.008,0.101,7.5,1.96,0.009,0.53,4.06,0.04,0.04,0.01,no
0.01,21.84,0.03,0.61,0.04,0.34,0.04,0.05,0.03,0.24,0.002,0.011,6.75,1.38,0.001,4.66,0.86,0.04,0.03,0.07,No
0.04,9.72,0.03,0.76,0.09,0.17,0.03,0.06,1.24,0,0.6,0.061,0.37,0.31,0.007,9.95,0.36,0.06,0.02,0.03,No
0.04,10.13,0.02,0.8,0.01,0.2,0.09,0.03,1.18,0,0.75,0.092,7.08,0.83,0.002,2.26,2.78,0.07,0.04,0.07,No
0.07,13.21,0.05,0.58,0.07,0.26,0.05,0.57,1.33,1,1,0.065,16.76,1.17,0.004,0.1,0.15,0.08,0.06,0.08,No
0.06,0.83,0.05,0.92,0,0.1,0.06,0.1,1.31,0.64,0,0.093,13.63,1.19,0.004,9.18,2.83,0.07,0.07,0.03,No
0.01,17.21,0.07,1.98,0.06,0.27,0.08,1.74,1.49,0.13,0.007,0.102,15.23,1.53,0.009,3.7,1.12,0.06,0.02,0.02,No
0.21,15.27,1.02,3.64,0.06,2.45,0.05,1.9,1.1,1,1,0.165,8.47,1.7,0.003,28.51,3.43,0.09,0.1,0,No
0.03,19.9,0.06,1.55,0.08,0.07,0,1.43,1.34,0,0.76,0.069,6.81,0.13,0.002,4.18,0.63,0,0,0.03,No
0.04,5.63,0.06,0.04,0.04,0.68,0.05,0.06,1.02,0,0.88,0.032,10.94,0.64,0.004,3.07,0.49,0.07,0,0.02,No
0.01,17.48,1.03,4.35,0.13,0.33,0.72,0.08,1.32,0.99,0.99,0.001,3.13,1.46,0.003,7.41,3.03,0.08,0.39,0.03,No
0.05,18.4,0.05,0.85,0.04,0.09,0.08,0.4,0.59,0,0,0.04,19.18,2.37,0.01,2.15,0.03,0.03,0.06,0.02,No
0.09,13.51,0.01,0.38,0.09,0.07,0.08,0.03,1.1,0,0.5,0.194,4.53,0.32,0,0.01,0.63,0.05,0.03,0.02,No
0.77,28.43,0.31,1.09,0.07,7.92,0.06,1.83,0.61,0,0.55,0.188,15.4,1.75,0.005,48.33,7.24,0.04,0.49,0.06,No
0.06,4.89,0.07,0.16,0.09,0.36,0.09,1.05,0.15,0.24,0.004,0.154,12.44,1.33,0.006,5.44,0.02,0.06,0.09,0.01,No
0.06,2.61,0.07,0.31,0.05,0.68,0.06,1.67,0.47,0.54,0.54,0.141,4.94,1.64,0.006,0.35,0.43,0.04,0.04,0.03,no
2.74,16.83,0.03,3.51,0.002,4.73,0.41,0.66,0.4,0.25,0.003,0.144,7.36,1.56,0.01,56.08,2.73,0.09,0.45,0.04,no
0.04,2.22,0.09,0.07,0.03,0.17,0,0.27,0.53,0.44,0.002,0.11,13.73,1.69,0.009,2.91,1.95,0.04,0,0,No
0.05,24.07,0.05,2.76,0.003,4.4,0.09,0.37,0.49,-0.14,0.007,0.185,11.24,1.89,0.01,47.29,4.85,0.06,0.18,0.02,No
0.07,24.6,0.02,1.03,0.07,0.48,0.06,0.36,0.55,0,0,0.169,12.39,1.64,0.008,2.13,5.73,0.03,0.01,0.07,No
0.02,17.98,0.1,0.07,0.03,0.04,0.06,1.97,0.59,0.18,0.007,0.169,5.03,1.84,0.004,4.64,4.59,0.07,0.07,0.01,No
0.1,21.32,0.09,1.4,0.09,0.01,0.04,1.33,0.63,0.74,0.74,0.132,11.04,1.85,0.009,4.39,1.19,0.1,0.1,0.05,No
0.08,25.65,0.06,0.01,0,0.05,0.02,1.99,0.08,0.1,0.008,0.172,16.93,2.05,0.001,0.05,0.44,0.08,0.09,0.02,No
3.607270297,5.291407758,1.009677207,4.750224624,0.080379649,2.545498136,0.470535557,1.446596244,1.20774561,0.966734467,0.092133393,0.051677188,15.16627326,1.337011918,0.003508305,53.4671642,,0.014364233,0.224235232,0.036028621,No
0.01,1.99,0.09,4.81,0.01,1.59,0.18,0.66,0.88,0.68,0.68,0.113,18.2,2.08,0.002,4.97,5.33,0.01,0.38,0.05,No
0.02,25.52,0.1,0.55,0.08,0.04,0.03,0.53,0.05,0.32,0.002,0.018,10.88,1.62,0.005,2.82,1.04,0.05,0.04,0.05,No
0.09,12.15,0.63,2.37,0.12,1.63,0.46,0.62,0.88,0.25,0.002,0.167,9.49,1.88,0.008,13.86,3.46,0.1,0.23,0.04,No
0.09,17.49,1.03,3.03,0.01,1.23,0.71,0.03,1.41,0.99,0.99,0.001,9.34,1.4,0.004,52.35,2.18,0.04,0.24,0.06,No
0.48,26.32,0.28,0.48,0.02,7.29,0.25,1.4,0.07,0.74,0.74,0.145,15.23,1.4,0.003,34.34,2.63,0.08,0.22,0.06,No
2.74,17.25,0.3,1.11,0.02,6.47,0.41,0.89,0.7,0,0.008,0.122,18.65,1.64,0.002,42.67,7.53,0.05,0.15,0.05,No
0.03,10.66,0.03,1.65,0.06,0.09,0.05,0.4,0.27,0.42,0.008,0.062,4.46,1.26,0.009,3.83,5.87,0.06,0.03,0.09,No
0.09,26.12,0.08,0.03,0.01,0.59,0.06,1.57,1.17,0.62,0.62,0.09,18.01,1,0.002,4.69,2.76,0.08,0.09,0.02,No
0.01,2.31,0.05,0.34,0.01,0.07,0.06,0.01,0.72,0,0,0.009,10.02,1.52,0.002,0.85,5.1,0.05,0.02,0.09,No
1.24,10.27,0.05,3.01,0.004,6.84,0.67,0.36,1.31,0.64,0.64,0.154,9.48,1.35,0.006,19.99,7.73,0.06,0.27,0.01,Yes
0.07,3.95,0.41,3.49,0.11,5.44,0.56,0.03,1.36,0.82,0.82,0.001,13.96,1.42,0.006,10.6,3.76,0.02,0.45,0.06,No
0.09,12.31,0.05,0.21,0.05,0.18,0.07,0.11,0.11,0.41,0,0.003,1.68,1.27,0.004,0.52,0.59,0.05,0.01,0.09,No
2.815222238,15.41203528,,3.229598305,0.03796425,2.25906144,0.894952994,0.745712223,1.439706021,0.721124147,0.911190705,0.034829036,14.84875815,1.291281886,0.004574957,1.239280518,1.188483228,0.079699137,0.208712795,0.002675304,No
0.02,14.53,0.04,0.21,0.01,0.05,0.07,1.74,1.4,0.94,0.94,0.166,0.45,1.97,0.005,10.47,3.38,0.09,0.03,0.07,No
2.58,12.63,0.02,2.93,0.007,0.65,0.18,0.38,0.27,0,0,0.131,12.32,1.77,0.001,30.95,6.15,0.02,0.42,0.05,Yes
0.07,8.76,0.03,0.85,0.05,0.06,0.05,0.17,0.05,0,0,0.054,16.44,0.03,0.007,2.97,1.9,0.08,0.09,0.02,no
0.05,0.68,0.04,0.9,0.02,0.06,0,1.89,1.18,0.75,0.75,0.092,7.94,2.53,0.002,1.67,2.63,0.07,0.06,0.07,No
0.08,18.98,0.07,0.94,0.1,0.06,0.08,0.44,0.67,0.59,0.59,0.042,15.39,1.82,0.006,2.47,0.16,0.05,0.03,0.02,No
0.03,16.93,0.08,0.17,0.03,0.33,0.08,0.02,0.05,0,0.001,0.168,7.08,0.14,0.008,3.37,2.48,0.04,0.09,0.08,No
0.310603344,9.259588255,0.148946922,0.796955021,0.052936499,,0.355022949,1.911427128,1.263843628,0.876384677,0.118408913,0.113972643,14.16982423,2.054326911,0.003285109,50.94389962,3.589953263,0.084523844,0.15301932,0.037366639,No
0.05,24.44,0.03,1.08,0.004,2.2,0.88,0.13,0.06,0.58,0.58,0.035,2.64,1.08,0.007,0.34,1.63,0.01,0.01,0.06,no
0.01,25.12,0.92,3.88,0.1,2.41,0.89,0.07,1.25,-0.75,0.75,0.076,7.59,1.63,0.008,14.49,7.52,0.01,0.15,0.08,No
0.15,14.1,0.01,2.39,0.006,4.36,0.36,1.6,0.15,0.91,0.91,0.01,14.1,1.53,0.006,30.49,2.96,0.04,0.33,0,No
0.08,2.51,0.64,2.64,0.02,6.97,0.42,0.01,1.31,0.64,0.64,0.093,14.14,1.49,0.004,38.08,2.83,0.07,0.3,0.03,No
0.04,24.82,0.57,1.56,0.08,3.86,0.4,0.13,1.42,0.48,0.006,0.182,11.02,2.14,0.005,6.05,4.73,0,0.26,0.05,No
0.04,9.51,0.04,0.48,0.03,0.02,0.09,0.36,1.31,0,0.64,0.154,10.37,1.69,0.006,5.84,4.84,0.06,0.02,0.01,No
0.02,9.49,0.03,3.44,0.003,0.51,0.08,0.16,0.39,0.41,0.006,0.037,17.2,1.21,0.005,22.13,4.07,0.02,0.41,0.06,No
0.09,2.54,0.1,0.6,0.07,0.08,0.01,0.05,0.11,0,0,0.003,2.17,1.44,0.004,2.63,0.16,0.05,0.04,0.09,No
0.07,16.24,0.06,1.02,0.09,0.03,0.04,0.58,0.54,0.2,0.005,0.147,9.29,0.77,0,2.06,3.53,0,0.05,0,No
0.03,0.37,0.61,2.27,0.01,3.02,0.18,0.7,0.57,0.3,0.005,0.065,16.36,1.48,0.008,19.24,5.93,0.03,0.47,0.03,No
0.03,7.96,0.01,1.22,0.003,3.5,0.1,1.32,0.87,0.61,0.61,0.174,12.48,1.09,0.009,24.76,2.6,0.06,0.05,0.09,no
0.1,16.67,0.07,0.52,0.06,0.37,0.05,0.06,0.19,0,0.76,0.036,3.81,0.3,0.008,0.4,0.81,0.03,0.01,0.08,No
2.61,28.32,0.05,3.69,0.001,2.38,0.22,1.4,0.05,0,0,0.142,3.73,1.2,0.008,41.36,6.31,0.05,0.33,0.02,no
0.05,0.36,0.06,0.97,0.1,0.06,0.03,0.14,0.77,0,0.003,0.062,14,1.23,0.005,4.06,0.94,0.08,0.07,0.08,No
4.634379479,15.68123959,,0.733017196,0.010593961,4.273644,0.66428484,1.874643584,0.793984391,0.010456624,0.923413226,0.014745193,2.36949106,1.476362237,0.006470509,15.45977507,5.598038901,0.053948779,0.378198274,0.060242932,Yes
0.05,13.65,0.02,0.36,0.03,0.48,0.08,0.08,0.45,0,0.003,0.185,0.96,0.39,0.003,4.28,6.47,0.07,0.05,0.01,No
3.54,16.99,0.74,2.54,0.05,5.27,0.14,0.58,0.54,0.2,0.005,0.147,8.91,2.06,0,15.13,5.34,0,0.36,0,No
0.09,14.96,0.03,0.08,0.01,0.03,0.06,0.1,0.24,0,0.007,0.027,3.77,0.59,0.001,0.16,0.07,0.07,0.04,0.06,No
0.345011733,13.89556554,0.848917206,4.865385242,0.041092054,3.154540233,0.282906009,0.629686494,0.891773436,0.241581802,0.742770757,0.195580166,16.4187246,1106.886924,0.000623273,26.10851964,3.143974661,0.05698011,0.139072703,0.055632935,Yes
0.06,9.44,0.39,1.93,0.02,7.11,0.56,1.15,0.77,0.77,0.77,0.019,9.13,2.1,0,52.92,1.95,0.03,0.32,0,No
0.06,28.09,0.79,0.46,0.06,3.68,0.68,1.29,1.04,0.49,0.001,0.079,15.36,1.19,0.005,39.59,3.39,0.01,0.2,0.03,No
0.04,11.32,0.05,0.15,0.06,0,0.05,0.13,1.29,0.82,0.82,0.072,12.75,1.37,0.006,7.95,0.5,0.02,0.08,0.04,no
0.03,26.48,0.1,1.04,0.09,0.08,0.07,1.56,1.15,0.07,0.001,0.044,12.52,1.37,0.004,0.38,0.09,0.04,0.07,0.03,No
0.02,28.28,0.04,0.09,0.08,0.07,0.02,1.73,0.06,0,0.003,0.064,16.21,0.02,0.004,0.47,4.84,0.06,0.06,0.01,No
4.32,4.93,0.01,0.55,0.006,6.25,0.65,0.2,0.86,0,0,0.191,18.68,1.68,0.007,4.4,3.49,0,0.43,0.02,Yes
0.07,3.59,0.02,0.5,0.01,0.12,0.1,1.59,1.01,0.3,0.008,0.052,0.42,1.91,0.004,1.02,1.95,0.08,0.01,0.08,No
0.04,6.89,0.07,1.59,0.06,0.24,0.08,0.1,1.13,0.5,0,0.03,9.08,1.88,0.006,3.21,2.08,0.09,0.03,0.03,No
0.02,24.6,0.03,2.44,0.005,5.11,0.07,1.45,0.11,0.19,0.004,0.133,13.26,1.68,0.005,58.07,0.18,0,0.36,0.08,No
