@relation waterQuality

@attribute aluminium numeric
@attribute ammonia numeric
@attribute arsenic numeric
@attribute barium numeric
@attribute cadmium numeric
@attribute chloramine numeric
@attribute chromium numeric
@attribute copper numeric
@attribute flouride numeric
@attribute bacteria numeric
@attribute viruses numeric
@attribute lead numeric
@attribute nitrates numeric
@attribute nitrites numeric
@attribute mercury numeric
@attribute perchlorate numeric
@attribute radium numeric
@attribute selenium numeric
@attribute silver numeric
@attribute uranium numeric
@attribute is_safe {No,no,Yes,yes,Unknown}

@data
0.09,11.88,0.06,0.59,0.07,0.04,0.05,0.05,1.36,0,0.73,0.164,14.61,0.5,0.008,2.4,0.25,0.06,0.04,0.02,No
0.03,14.5,0.03,0.98,0.01,0.21,0.03,0.06,0.63,0,0,0.152,8.54,1.83,0.005,0.91,5.94,0.07,0.01,0.02,no
0.02,2.09,0.01,3.89,0.004,1.48,0.18,0.66,0.88,-0.68,0.68,0.113,17.85,1.99,0.002,13.46,5.33,0.01,0.38,0.05,No
2.698449,18.636683,0.601157,3.364601,0.027156,4.84999,0.001893,?,0.922389,0.103265,0.115196,0.108701,10.451669,2.26879,0.005288,17.843881,0.419038,0.049258,0.047709,0.086696,Yes
2.4,14.04,0.59,3.55,0.11,5.37,0.01,0.71,0.52,0,0,0.146,8.51,1.61,0.003,15.4,2.92,0.07,0.41,0.01,no
0.06,19.63,0.13,1.72,0.05,2.41,0.16,0.02,0.04,0.76,0.76,0.198,11.65,1.49,0.006,23.97,4.8,0.06,0.41,0.02,No
1.72,7.87,0.02,0.23,0.004,6.76,0.28,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,12.99,1.1,0,0.33,0.06,Yes
0.24,14.45,0.01,1.09,0.001,2.59,0.73,1.45,0.65,0.57,0.57,0.19,7.01,1.81,0.009,39.12,0.43,0.03,0.39,0.09,Yes
0.09,24.94,0.02,0.44,0.02,0.04,0.03,0.02,0.31,0.47,0.004,0.17,18.93,0.45,0.003,0.71,2.8,0.06,0.09,0.07,No
0.1,23.46,0.04,2.42,0.07,0.02,0.06,1.63,1.35,0,0.69,0.02,1.34,0.37,0.009,0.35,0.49,0.06,0,0.05,No
0.05,23.29,0.07,0.59,0.06,0.04,0.03,0.05,0.74,0,0.002,0.048,11.35,0.13,0.004,0.49,0.29,0.07,0.06,0.01,No
0.09,27.01,0.08,0.64,0.09,0.05,0.01,0.69,1.39,0.89,0.89,0.005,8.17,1.46,0.005,0.42,0.37,0.08,0.09,0,No
0.05,28.22,0.01,0.2,0.02,0.28,0.02,1.5,1.01,0.61,0.61,0.131,18.6,1.46,0.003,0.06,0.37,0.06,0.06,0.05,No
0.06,14.47,0.07,0.51,0.07,0.57,0.03,0.75,0.34,0,0,0.104,17.03,2.27,0.009,0.47,0.02,0.06,0,0.08,no
0.03,23.91,0.03,2.55,0.03,0.07,0.01,0.04,0.07,0,0.77,0.042,16.71,0.24,0.009,5.46,0.9,0.05,0.06,0.06,No
0.03,3.27,0.06,0.47,0.02,0.09,0.06,1.11,1.19,0.72,0.72,0.1,2.87,1.44,0.001,0.35,0.04,0.04,0.01,0.02,No
0.76,17.48,0.23,3.76,0.08,0.32,0.72,0.72,1.32,0.99,0.99,0.001,3.29,1.54,0.003,7.18,3.03,0.08,0.39,0.03,No
0.09,4.84,0.02,0.87,0.04,0.04,0.09,0.05,0.03,0.24,0.002,0.011,7.21,1.48,0.001,0.56,0.59,0.04,0.05,0.07,No
0.09,24.05,0.03,0.42,0.09,0.08,0.01,0.72,0.87,0,0.001,0.033,18.67,0.02,0.004,4.47,0.04,0.08,0.06,0.04,No
3.215515,?,0.887849,4.588587,0.02725,1.858133,0.553834,0.223153,0.08772,0.962047,0.016058,0.156752,3.28478,2.281985,0.005484,32.003121,2.237997,0.075441,0.465295,0.017126,No
0.01,9.92,0.04,0.59,0.07,0.12,0.04,0.06,0.57,0,0.82,0.023,2.96,0.15,0.007,0.43,0.43,0.03,0.02,0.06,No
0.03,25.95,0.06,0.92,0.07,0.07,0.08,0.06,0.42,0,0.006,0.107,13.24,0.16,0.009,0.24,0.34,0.04,0.06,0,No
0.05,27.95,0.07,2.87,0.07,0.24,0.07,0.52,0.22,0,0.69,0.064,13.53,0.56,0.004,2.9,5.62,0.03,0.04,0.07,No
0.07,19.33,0.04,3.89,0.001,3.96,0.6,1.38,0.84,0.15,0.001,0.165,13.2,1.21,0.009,19.26,4.13,0.01,0.48,0.01,No
0.09,12.88,0.02,0.09,0.05,0.19,0.01,1.69,1.35,0,0,0.106,18.22,1.36,0.01,9.02,0.93,0.04,0.09,0.05,No
3.385678,?,0.964966,0.56057,0.0621,4.581779,0.531112,0.345968,0.307093,0.988081,0.268512,0.101108,18.028642,2.145322,0.000444,51.993695,6.044844,0.007605,0.317241,0.037869,No
4.991977,-0.365965,0.656586,0.036873,0.095718,5.320848,0.154452,?,0.829915,0.247853,0.77118,0.037974,3.641612,0.270595,0.005632,27.203557,0.908783,0.098515,0.092225,0.082229,Yes
0.09,10.59,0.09,3.99,0.03,3.49,0.36,0.07,1.13,0.5,0.5,0.03,9.21,1.94,0.006,37.51,2.08,0.09,0.24,0.03,No
3.38,18.93,0.01,2.22,0.002,0.97,0.18,0.46,1.43,0.43,0.003,0.08,17.54,1.47,0.005,31.61,2.01,0.02,0.25,0.06,No
0.02,28.49,0.03,0.08,0.06,0.19,0.03,1.18,1.1,0.38,0.005,0.044,6.87,1.45,0.006,0.46,0.14,0.06,0.06,0,No
0.01,8.01,0.05,0.79,0.06,0.17,0.03,0.06,0.74,0.05,0.003,0.075,4.43,0.37,0.003,5.17,6.68,0.05,0.06,0,No
0.02,1,0.06,0.25,0.06,0.24,0.06,0.02,1.18,0,0,0.162,7.29,1.45,0.001,2.21,0.62,0.07,0.07,0.03,No
0.06,18.62,0.04,0.36,0.03,0.26,0.04,0.03,0.65,0.09,0.006,0.034,10.99,0.33,0.008,6.14,2.87,0.06,0.09,0.02,No
0.07,0.21,0.07,0.02,0.03,0.25,0.05,1.72,0.89,0.09,0.005,0.184,10.2,1.47,0.001,5.2,3.19,0,0.01,0.08,No
0.04,28.26,0.33,4.24,0.04,0.6,0.76,0.02,0.34,0.65,0.65,0.001,1.71,1.29,0.003,29.01,4.91,0.01,0.36,0.02,No
0.05,20.65,0.02,2.69,0.001,2.45,0.19,0.17,0.59,0.07,0.008,0.159,18.25,1.51,0.008,17.53,6.49,0.01,0.31,0.09,No
0.1,4.07,0.05,1.87,0.005,4.55,0.32,0.9,0.55,0.3,0.002,0.135,5.23,1.43,0.004,36.52,6.15,0.04,0.16,0.04,No
0.07,4.76,0.02,0.05,0.08,0.04,0.07,0.18,0.37,0.03,0.008,0.081,10.84,1.82,0.007,0.17,0.27,0.03,0.06,0.03,No
0.08,0.51,0.05,0.79,0.02,0.14,0.03,1.22,1.49,0.99,0.99,0.03,2.32,1.21,0.002,7.14,6.65,0,0,0.03,No
0.08,0.33,0.09,0.75,0.03,0.07,0.06,1.72,0.89,0.09,0.005,0.184,10.41,0.17,0.001,7.52,2.05,0,0.03,0.08,No
2.3,11.54,0.49,3.76,0.03,5.86,0.64,0.4,0.27,0.42,0.008,0.062,4.77,1.58,0.009,15.48,7.76,0.06,0.03,0.09,No
0.04,18.93,0.01,2.22,0.002,0.97,0.18,0.46,1.43,0.43,0.003,0.08,17.54,1.47,0.005,31.61,2.01,0.02,0.25,0.06,no
0.08,16.01,0.02,0.72,0,0.03,0.05,0.01,1.16,0,0.51,0.044,5.17,0.48,0.006,0.31,2.06,0.04,0.09,0.08,No
0.05,10.26,0.73,2.69,0.03,5.55,0.17,1.29,1.01,0.03,0.006,0.013,14.6,1.39,0.002,29.85,0.49,0.09,0.07,0.09,No
0.1,11.91,0.05,0.69,0.1,0.23,0.07,0.07,1.29,0,0.82,0.072,12.75,0.43,0.006,2.69,0.85,0.02,0.05,0.04,No
3.3,9.33,0.04,1.28,0.008,7.56,0.22,0.95,0.28,0.53,0.53,0.182,18.6,1.21,0.009,3.26,0.28,0.08,0.08,0.09,Yes
0.06,11.52,0.01,2.35,0.001,3.33,0.42,0.83,1.09,0.14,0.005,0.151,15.19,1.3,0.006,25.23,1.68,0.07,0.17,0.01,No
0.04,0.75,0.09,0.98,0.09,0.08,0.07,1.98,0.09,0,0,0.1,15.13,1.4,0.006,0.85,0.06,0.09,0.08,0.08,No
2.59,16.35,0.51,0.75,0.01,6.51,0.63,0.66,0.04,0.82,0.82,0.097,3.91,1.43,0.01,25.44,6.58,0.04,0.06,0.04,No
0.08,15.42,0.07,1.49,0,0.1,0.02,0.31,0.74,0.13,0.001,0.016,15.1,0.75,0.005,0.03,1,0.03,0,0.05,No
0.71,17.58,0.03,3.59,0.006,0.08,0.72,0.72,1.32,0.99,0.99,0.087,2.5,1.44,0.003,31.84,3.03,0.08,0.39,0.03,Yes
0.27,19.19,0.97,1.01,0.03,4.83,0.35,1.37,0.65,0.09,0.006,0.034,11.13,1.95,0.008,47.85,6.75,0.06,0.42,0.02,No
0.08,2.95,0.01,0.03,0.03,0.05,0.09,0.11,1.46,0,0,0.005,7.88,1.11,0.002,11.71,0.79,0.07,0.04,0.07,No
0.09,29.11,0,1.44,0.05,0.18,0.07,0.05,0.96,0,0.64,0.1,16.6,0.95,0.008,10.69,0.28,0.05,0,0.08,No
0.03,6.86,0.02,0.67,0.05,0.04,0.02,0.77,0.68,0.05,0.008,0.092,14.37,0.6,0.004,0.34,0.36,0.06,0.02,0,No
0.79,22.39,0.01,1.13,0.008,3.35,0.19,1.54,0.47,0,0,0.042,0.61,1.29,0.008,46.32,2.28,0.1,0.35,0.08,No
0.02,0.99,0.06,0.47,0.09,0.07,0.01,0.24,0.05,0.35,0.002,0.102,15.37,1.78,0.007,0.91,0.86,0.03,0.07,0.03,No
1.14,9.66,0.03,2.27,0.001,6.54,0.47,1.37,0.71,0,0,0.112,11.47,1.33,0.001,37.2,1.73,0,0.24,0.06,Yes
0.02,0.12,0.05,0.79,0.01,0.04,0.06,1.8,0.72,0.57,0.57,0.088,9.41,1.39,0.009,2.29,1.18,0.03,0.01,0.02,No
2.56,28.59,0.03,2.16,0.004,5.48,0.33,0.89,1.41,0.74,0.74,0.119,11.67,1.94,0.009,15.96,7.08,0.06,0.14,0.01,Yes
0.05,15.08,0.08,0.27,0.06,0.5,0.05,1.04,1.19,0.18,0.001,0.079,8.9,1.79,0.008,7.67,4.16,0.03,0.07,0,No
0.1,3.59,0.03,0.24,0.05,0.26,0.04,0.81,1.43,0.72,0.72,0.037,4.41,1.26,0.003,0.43,0.01,0.09,0.08,0,No
0.07,7.3,0.09,0.27,0.05,0.02,0.07,1.38,1.48,0,0,0.08,18.09,2.07,0.002,0.11,0.01,0.07,0.03,0.08,No
4.77,23.72,0.02,2.09,0.001,2.4,0.3,0.86,1.34,0.97,0.97,0.086,1.52,1.11,0.002,15.47,4.89,0.04,0.21,0.01,Yes
3.68,14.46,0.01,2.91,0.006,1.87,0.87,1.45,0.04,0,0,0.074,16.31,1.54,0.008,22.62,7.15,0.09,0.24,0,Yes
4.98,8.26,0.38,0.45,0.01,3.18,0.57,1.18,0.03,0.28,0,0.069,0.64,1.69,0.004,38.13,1.73,0.05,0.43,0.04,no
0.04,0.15,0,0.95,0.06,0.19,0.05,1.05,0.28,0.7,0.7,0.096,19.28,0.4,0.007,1.75,0.9,0.03,0.09,0.08,No
0.12,3.9,0.58,0.78,0.03,1.16,0.33,0.07,0.7,0.01,0,0.008,7.67,1.79,0.006,45.08,7.85,0.06,0.13,0.08,No
0.04,3.68,0.05,0.13,0.02,0.45,0.08,1.34,1.43,0.37,0.007,0.152,13.24,1.69,0.005,3.9,0.01,0.05,0.07,0.03,No
0.02,10.42,0.04,2.48,0.09,0.2,0,0.07,0.73,0.06,0.001,0.157,10.83,1.84,0.006,3.33,0.1,0.03,0,0.04,No
0.04,18.96,0.01,0.81,0.03,0.14,0.1,0.36,0.73,0,0,0.003,14.44,0.89,0.005,1.14,0.35,0.03,0.09,0.02,No
3.545326,27.25252,0.037116,4.437446,0.013408,1.592559,0.255038,0.269915,0.771338,0.917307,0.083608,0.072045,0.38353,2.414001,0.005624,41.425362,3032.585337,0.029014,0.010478,0.039383,Yes
2.55,16.22,0.63,1.75,0.1,0.98,0.36,0.25,0.11,0,0.71,0.09,2.01,1.92,0.004,27.79,4.01,0.06,0.23,0.03,No
0.19,9.39,0.86,3.83,0.11,0.54,0.08,0.09,0.39,0.41,0.006,0.037,17.9,1.24,0.005,15.23,4.07,0.02,0.41,0.06,No
0.2,19.26,0.02,2.78,0.008,0.05,0.42,1,0.09,0.91,0.91,0.103,4.37,1.95,0.006,22.12,1.97,0.03,0.06,0.05,No
0.01,15.65,0.04,3.92,0.001,0.39,0.79,0.31,0.74,0.13,0.001,0.016,14.29,1.31,0.005,52.65,6.24,0.03,0.11,0.05,No
0.09,11.33,0.65,1.77,0,6.93,0.87,0.05,1.2,0.2,0.002,0.001,18.79,2.11,0.002,23.83,4.58,0.01,0.2,0.04,No
1.473949,9.065817,?,2.434244,0.096387,1.828063,0.515645,0.450301,1.163432,0.519801,0.397428,0.116836,9.960851,2.351363,0.004585,46.100699,7.825414,0.059658,0.038872,0.079175,Yes
0.02,8.47,0.09,3.12,0.02,0.02,0.01,1.66,1.1,0.29,0,0.113,1.02,0.87,0.004,6.28,0.06,0.07,0.07,0.01,No
2.620665,10.98596,0.9935,3.006496,?,0.678507,0.027564,0.944681,0.126503,0.963705,0.831526,0.079495,2.201982,0.213812,0.001326,53.784561,3.499139,0.055885,0.412539,0.045887,No
0.07,20.43,0.07,0.26,0.05,0.04,0.01,0.03,0.02,0,0.007,0.194,11.49,0.54,0.008,0.71,0.73,0.06,0.09,0.02,No
3.36,19.29,0.03,0.56,0.002,4.68,0.35,1.37,0.65,0.09,0.006,0.034,10.99,1.63,0.008,44.04,6.75,0.06,0.42,0.02,no
0.06,19.9,0.01,1.65,0.09,0.12,0,0.07,0.53,0.02,0.001,0.028,11.24,1.53,0.008,5.45,0.88,0.06,0.04,0.06,No
0.1,2.73,0.08,0.53,0.02,0.06,0.09,1.08,0.15,0.23,0.007,0.184,2.67,1.21,0.001,1.36,0.99,0,0.04,0.05,No
0.06,29.04,0.45,4.37,0.02,6.2,0.34,0.08,1.18,0.81,0.81,0.075,0.62,1.25,0.005,40.75,4.88,0.08,0.04,0.01,Yes
2.878059,22.980978,1.006498,3.297559,0.020148,7.31149,0.266932,0.048247,1.137228,0.616396,0.391266,0.120438,4.561086,?,0.009858,50.737511,3.507071,0.089937,0.056874,0.022066,Yes
0,15.67,0.09,2.22,0.1,0.02,0.04,1.5,0.25,0.02,0,0.083,6.45,0.35,0.009,13.59,0.6,0.02,0.01,0,No
0.05,6.04,0.02,0.46,0.06,0.09,0.01,1.09,1.35,0,0.002,0.031,17.01,0.74,0.007,4.01,0.74,0.08,0,0.08,No
0.01,0.11,0.03,0.03,0.1,0.04,0.04,1.95,0.48,0.29,0.002,0.174,15.72,1.48,0.01,4.25,0.7,0.05,0.02,0.07,No
0.721857,21320.33758,0.477185,2.423588,0.015855,2.661074,0.381955,1.315086,0.566499,0.474944,0.6127,0.193198,11.696799,0.045273,0.007958,49.722614,5.631614,0.076573,0.045808,0.028838,No
0.02,9.25,0.07,0.74,0.04,0.21,0.08,0.86,1.29,0.39,0.005,0.016,11.34,1.39,0.008,4.12,3.58,0.01,0.07,0.04,No
0.03,0.59,0.06,0.85,0,0.12,0.08,1.45,0.52,0,0.003,0.088,1.04,0.81,0.007,7.65,1.14,0.01,0.01,0.01,No
2.35,14.14,0.02,2.86,0.009,5.27,0.01,0.71,0.52,0.39,0.007,0.146,7.72,1.57,0.003,27.48,2.92,0.07,0.41,0.01,Yes
0.07,12.52,0.02,1.83,0.003,6.76,0.3,0.23,0.21,0.54,0.54,0.097,17.64,1.56,0.009,24.1,3.17,0.05,0.26,0.05,No
0.07,23.54,0.001,2.29,0.007,7.06,0.4,1.19,0.52,0.49,0.003,0.057,13.75,1.41,0.005,52.36,3.1,0.07,0.31,0.08,No
0,21.97,0.07,0.11,0.04,0.4,0.02,0.43,0.69,0.01,0.004,0.15,10.9,1.63,0.006,0.4,3.11,0.02,0.03,0.04,No
0.09,9.71,0.09,0.98,0.07,0.56,0,0.01,0.96,0,0.008,0.049,1.61,0.84,0.001,0.52,0.17,0.01,0.07,0.05,Yes
0.1,16.49,0.05,0.68,0.09,0.12,0.02,0.1,0.15,0,0.62,0.106,6.94,0.46,0.001,1.95,0.13,0.02,0.08,0.07,No
3.12,19.31,0.001,0.47,0.002,7.89,0.43,1.84,0.75,0.92,0.92,0.142,7.14,1.36,0.004,53.71,5.84,0.02,0.38,0.09,No
0.05,9.56,0.06,0.74,0.06,0.13,0,0.02,0.56,0,0.002,0.185,15.38,0.4,0.003,3.96,2.43,0.05,0.1,0.08,no
2.17,22.79,0.02,0.45,0.005,7.08,0.62,0.61,1.46,0,0,0.136,16.56,1.62,0.007,37.96,5.67,0.06,0.15,0.08,No
0.28,29.14,0.4,3.75,0.09,2.46,0.25,0.75,0.96,0,0.64,0.001,17.45,1.81,0.008,55.62,7.51,0.05,0.23,0.08,No
0.03,6.98,0.06,0.17,0.02,0.18,0.05,1,0.36,0.3,0.005,0.092,0.37,1.27,0.008,10.53,0.56,0.09,0.06,0.04,No
0.03,23.9,0.79,3.41,0.02,2.23,0.1,0.06,0.74,0.32,0.002,0.001,11.41,1.99,0.004,16.05,0.1,0.07,0.09,0.01,Yes
0,0.03,0.01,1.19,0.006,0.21,0.85,0.58,0.34,0.53,0.53,0.183,4.25,1.21,0.007,25.24,6.53,0.07,0.27,0.05,no
2.67,25.13,0.03,1.05,0.001,3.58,0.7,1.89,0.7,0.77,0.77,0.172,14.48,1.13,0.004,41.01,4.23,0.02,0.47,0.05,No
0.04,18.82,0.05,0.77,0.003,3.33,0.3,1.09,1.35,0.38,0.006,0.13,18.06,1.29,0.01,0.31,6.33,0.05,0.06,0.07,No
0.09,10.56,0.06,0.92,0.04,0.05,0.07,0.1,1.09,0,0.72,0.137,13.82,0.7,0.001,0.21,0.02,0.09,0.01,0.03,No
0.07,17.31,0.09,1.02,0.03,0.03,0,0.66,0.04,0,0.002,0.028,8.29,0.55,0.002,0.02,0.83,0,0.06,0.02,No
0.06,1.08,0.06,0.92,0.06,0.69,0.09,0.4,1.41,0.82,0.82,0.023,8.86,0.76,0,0.05,2.33,0.09,0.07,0.02,No
0.08,13.82,0.01,1.94,0.06,0.23,0.07,0.05,1.27,0,0.53,0.057,17.18,0.86,0.005,1.44,0.27,0.07,0.01,0.01,No
0.15,27.45,0.03,0.74,0.002,7.07,0.52,1.69,0.96,0.25,0.001,0.021,14.05,1.27,0.005,7.96,2.36,0.01,0.43,0.01,Yes
0.07,14.61,0.06,0.78,0.06,0.06,0.05,0.79,0.37,0.35,0.004,0.118,17.14,1.48,0.006,7.86,4.89,0.09,0.01,0.03,No
0.04,7.79,0,0.22,0.04,0.39,0.03,1.94,0.78,0,0.89,0.101,12.61,0.14,0.008,10.96,6.31,0.02,0.04,0.04,No
3.042208,16.89923,0.744411,3.743835,0.048671,3.087803,0.845394,1.83826,1.097336,0.495344,0.418465,0.02057,17.224275,0.96702,0.008136,22.109808,3.026979,0.022711,0.428289,?,No
0.04,13.18,0.02,2.44,0.001,4.8,0.33,0.73,0.68,0.45,0.006,0.053,17.71,1.73,0.008,58.4,6.6,0.1,0.06,0.04,No
0.09,29.41,0.09,1.83,0.07,0.19,0.08,1.16,1.06,0,0.82,0.12,7.09,0.26,0.001,2.17,3.5,0.04,0.04,0.04,No
0.06,10.44,0.08,1.91,0.1,0.39,0.01,0.02,0.79,0,0.59,0.119,14.08,0.54,0.001,0.28,2.18,0.08,0.03,0.05,No
0.05,3.79,0.03,1.2,0.04,0.29,0.08,0.85,1.16,0.36,0.005,0.067,15.29,1.89,0.01,4.16,2.15,0.09,0.06,0.01,No
0.03,23.93,0.59,3.58,0.03,0.5,0.74,1.63,1.35,0.69,0.69,0.02,1.59,1.69,0.009,3.67,3.66,0.06,0.26,0.05,No
0.09,16.6,0.03,2.36,0.001,3.2,0.42,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,45.87,0.25,0.06,0.12,0.05,No
4.72,7.28,0.02,1.14,0.005,4.55,0.24,0.28,0.82,0.54,0.54,0.197,1.4,1.95,0.007,41.66,3.64,0.05,0.37,0.05,yes
0.07,16.31,0.06,0.26,0.01,0.02,0.04,0.66,0.04,0.82,0.82,0.097,3.37,0.38,0.01,3.42,5.81,0.04,0.04,0.04,no
0.07,0.37,0.07,0.52,0.02,0.1,0.06,0.3,1.24,0,0.51,0.098,11.02,0.62,0.003,3.06,0.54,0.04,0.02,0.05,no
0.07,6.22,0.03,1.63,0.004,5.54,0.32,0.47,0.9,0.16,0.007,0.037,3.67,1.47,0.001,12.85,6.24,0.09,0.47,0.05,No
0,13.64,0.04,0.52,0.04,0.28,0.05,0.09,0.45,0.03,0.005,0.049,8.32,0.02,0,5.25,0.57,0.09,0.08,0.04,no
0.05,11.56,0.49,1.79,0.1,3.59,0.8,1.54,0.32,0.33,0.006,0.041,18.95,1.61,0.009,53.95,7.25,0.06,0.28,0.08,No
3.06,13.74,0.16,4.54,0.1,3.57,0.46,0.73,1.43,0,0.84,0.001,11.67,1.83,0.004,5.06,4.26,0.08,0.26,0.07,No
0.05,11.88,0.81,4.39,0.11,6.43,0.58,0.08,0.04,0.46,0.002,0.089,8.25,1.89,0,16.64,1.66,0.06,0.33,0.05,No
0.01,23.14,0.95,4.05,0.09,1.45,0.41,0.1,0.57,0.6,0.6,0.146,0.98,1.65,0.01,27.99,5.32,0.07,0.39,0.03,no
0.01,16.68,0.01,0.06,0.09,0.07,0,0.02,1.32,0,0.99,0.087,2.5,0.41,0.003,0.08,0.07,0.08,0.01,0.03,no
0.31,12.63,0.02,2.93,0.007,0.65,0.18,0.38,0.27,0.08,0.006,0.131,12.32,1.77,0.001,30.95,6.15,0.02,0.42,0.05,No
0.03,18.13,0.71,1.69,0.1,5.27,0.61,0.08,0.23,0.44,0.007,0.001,7.47,1.72,0.004,2.07,7.53,0.05,0.06,0.05,No
0.08,8.62,0.09,0.75,0.03,0.09,0.06,0.77,0.76,0.51,0.51,0.086,10.31,1.17,0,6.21,1.39,0.02,0.05,0.08,No
0.97,9.24,0.17,2.19,0.01,7.78,0.19,1.22,1.06,0,0,0.103,4.13,1.51,0.007,21.32,4.35,0.01,0.41,0.07,No
0.09,23.19,0.01,0.37,0.009,4.01,0.16,1.34,0.36,0.84,0.84,0.07,8.5,1.13,0.007,47.44,4.78,0.09,0.09,0.05,No
0.07,1.77,0,1.54,0.09,0.05,0.02,0.39,0.76,0,0.004,0.082,15.03,0.99,0.01,0.49,0.45,0.02,0.02,0.01,No
0.09,26.6,0.02,0.01,0.06,0.05,0.02,0.01,1.11,0,0.008,0.052,0.55,0.61,0.008,3.17,3.74,0.06,0.02,0.02,Yes
0.09,21.6,0.03,0.03,0.01,0.08,0.06,0.17,0.58,0.52,0.52,0.011,18.4,0.9,0.009,3.15,0.71,0.08,0.05,0.08,No
0,9.13,0.09,1.16,0.09,0.23,0.03,1.04,0.58,0,0.5,0.106,15.42,0.14,0.005,6.81,1.7,0.03,0.02,0.01,No
0.06,12.21,0.03,0.79,0.08,0.2,0.01,0.89,0.7,0,0,0.122,18.9,1.59,0.002,0.25,1.98,0.05,0.04,0.05,no
0.14,12.16,0.88,3.97,0.03,3.86,0.47,0.13,1.29,0,0,0.072,13.55,1.72,0.006,26.21,1.45,0.02,0.31,0.04,No
0.07,0.09,0.03,1.87,0.02,0.03,0.01,0.84,0.04,0.13,0.002,0.123,2.06,1.84,0.003,2.52,0.65,0.07,0.08,0.06,No
0.16,21.66,0.09,1.42,0.11,5.28,0.13,0.05,0.76,0.78,0.78,0.001,5.66,1.88,0.002,11.85,4.05,0.03,0.12,0.08,No
0.07,21.55,0.07,1.12,0.09,0.05,0.08,1.26,0.04,0.46,0.007,0.046,11.37,1.44,0.007,3.3,0.12,0.1,0.01,0.07,No
0.02,9.76,0.02,0.43,0.06,0.68,0.03,1.57,1.17,0,0,0.09,18.4,1.2,0.002,1.68,2.07,0.08,0.05,0.02,No
0.04,0.68,0.01,1.37,0.004,2.47,0.28,1.05,0.28,0.7,0.7,0.096,18.41,1.42,0.007,24.83,4.03,0.03,0.37,0.08,No
0.33,9.56,0.97,2.62,0.08,6.73,0.47,0.1,0.71,0.99,0.99,0.112,12.02,1.66,0.001,41.13,1.73,0,0.24,0.06,No
1.49,2.97,1.02,3.05,0.06,3.53,0.13,1.22,0.46,0,0.004,0.105,9.28,1.44,0.005,28.08,5.64,0.09,0.15,0.08,No
0.12,22.45,0.23,4.2,0.05,3.7,0.17,0.79,0.34,0.21,0.001,0.08,1.13,1.34,0.009,53.73,4.78,0.03,0.1,0.01,Yes
0.02,27.65,0.1,0.49,0.07,0.39,0.06,0.74,0.84,0.22,0.004,0.043,2.32,1.55,0.007,10.95,6.86,0.09,0.09,0.09,No
0.03,2.33,0.001,1.19,0.001,5.58,0.82,1.83,0.04,0.84,0.84,0.11,11.04,1.36,0.002,59.68,4.18,0.09,0.07,0.06,no
0.07,15.75,0.03,2.54,0.008,4.25,0.74,1.35,1.24,0.12,0.006,0.193,17.29,1.27,0.001,58.15,1.71,0.09,0.44,0.05,No
0.07,10.12,0.06,1.13,0.03,0.37,0.08,1.07,1.35,0.39,0.003,0.113,14.25,1.24,0.003,0.38,4.33,0.06,0.07,0.04,No
4.55,24.52,0.04,2.31,0.003,3.64,0.43,1.65,0.69,0,0,0.046,11.32,1.93,0.003,25.9,1.55,0.01,0.47,0,No
0.04,0.67,0.08,0.39,0.05,0.07,0.07,0.01,1.41,0.34,0,0.05,8.76,1.32,0.003,4.38,0.63,0.03,0.09,0.04,No
0.03,3.91,0.05,0.08,0.07,0.32,0.05,0.5,1.31,0.13,0.009,0.068,13.76,0.24,0,5.06,0.89,0.08,0.08,0.03,No
0.721995,17.542181,0.611725,1.721577,?,6.966179,0.691085,0.622743,0.158449,0.286152,0.655832,0.040547,4.160966,0.255643,0.007913,45.123581,0.205312,0.009369,0.00338,0.08269,No
1.01,5.01,0.92,1.33,0.1,0.38,0.18,0.18,0.37,0,0.008,0.081,11.68,2.12,0.007,53.74,2.77,0.03,0.43,0.03,No
0.04,20.68,0.02,0.67,0.03,0.04,0.04,1.29,0.13,0.43,0.008,0.169,9.33,1.86,0.006,6.15,3.71,0.08,0.01,0.01,No
0.04,25.46,0.01,2.03,0.001,1.03,0.56,1.42,1.03,0.01,0.008,0.014,10.99,1.47,0.006,6.02,1.38,0.06,0.19,0.06,No
0.01,9.81,0.36,2.78,0.07,3.7,0.09,0.05,1.02,0.39,0.002,0.071,18.11,1.76,0.003,0.39,1.4,0.04,0.41,0.02,No
0.05,3.45,0.02,0.35,0.09,0.31,0.04,0,0.79,0,0.63,0.122,7.46,0.43,0.009,0.83,0.33,0.07,0.03,0.01,No
0,20.53,0.05,0.99,0.01,0.7,0.08,1.23,1.44,0,0.56,0.012,10.36,0.76,0.004,8.9,0.26,0.07,0.03,0.08,No
1.67,23.69,0.04,3.79,0.003,2.63,0.4,0.76,0.62,0.65,0.65,0.044,6.94,1.81,0.005,55.04,5.22,0.03,0.48,0.02,No
3.53,5.43,0.04,2.34,0.002,4.13,0.7,1.51,0.89,0.55,0.55,0.164,8.49,1.49,0.001,37.15,0.25,0.08,0.01,0.09,yes
0.09,19.94,0.02,1.28,0.01,0.38,0.01,1.89,1.05,0,0.83,0.184,1.37,0.53,0.001,0.33,1,0.07,0.08,0.07,No
